t,f,m,y,l,r,RateOfUseByTechnology
DEMAGRGWTWAT,ELC002,1,2035,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S21,RE1,0.1661
DEMAGRGWTWAT,WTRGWT,1,2023,S21,RE1,0.35
DEMAGRGWTWAT,WTRGWT,1,2024,S21,RE1,0.3
DEMAGRGWTWAT,WTRGWT,1,2025,S21,RE1,0.25
DEMAGRGWTWAT,WTRGWT,1,2026,S21,RE1,0.2
DEMAGRGWTWAT,WTRGWT,1,2027,S21,RE1,0.15
DEMAGRGWTWAT,WTRGWT,1,2028,S21,RE1,0.1
DEMAGRGWTWAT,WTRGWT,1,2029,S21,RE1,0.05
DEMAGRGWTWAT,WTRGWT,1,2030,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S21,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S21,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S21,RE1,0.4293
DEMAGRSURWAT,ELC002,1,2021,S21,RE1,0.6243
DEMAGRSURWAT,ELC002,1,2022,S21,RE1,0.688
DEMAGRSURWAT,ELC002,1,2023,S21,RE1,0.7357
DEMAGRSURWAT,ELC002,1,2024,S21,RE1,0.986
DEMAGRSURWAT,ELC002,1,2025,S21,RE1,1.2454
DEMAGRSURWAT,ELC002,1,2026,S21,RE1,1.4961
DEMAGRSURWAT,ELC002,1,2027,S21,RE1,1.7477
DEMAGRSURWAT,ELC002,1,2028,S21,RE1,2.0085
DEMAGRSURWAT,ELC002,1,2029,S21,RE1,2.2702
DEMAGRSURWAT,ELC002,1,2030,S21,RE1,2.5324
DEMAGRSURWAT,ELC002,1,2031,S21,RE1,2.5957
DEMAGRSURWAT,ELC002,1,2032,S21,RE1,2.6597
DEMAGRSURWAT,ELC002,1,2033,S21,RE1,2.7241
DEMAGRSURWAT,ELC002,1,2034,S21,RE1,2.7886
DEMAGRSURWAT,ELC002,1,2035,S21,RE1,2.8543
DEMAGRSURWAT,WTRSUR,1,2020,S21,RE1,0.4992
DEMAGRSURWAT,WTRSUR,1,2021,S21,RE1,0.7259
DEMAGRSURWAT,WTRSUR,1,2022,S21,RE1,0.8
DEMAGRSURWAT,WTRSUR,1,2023,S21,RE1,0.8555
DEMAGRSURWAT,WTRSUR,1,2024,S21,RE1,1.1465
DEMAGRSURWAT,WTRSUR,1,2025,S21,RE1,1.4481
DEMAGRSURWAT,WTRSUR,1,2026,S21,RE1,1.7397
DEMAGRSURWAT,WTRSUR,1,2027,S21,RE1,2.0322
DEMAGRSURWAT,WTRSUR,1,2028,S21,RE1,2.3355
DEMAGRSURWAT,WTRSUR,1,2029,S21,RE1,2.6398
DEMAGRSURWAT,WTRSUR,1,2030,S21,RE1,2.9446
DEMAGRSURWAT,WTRSUR,1,2031,S21,RE1,3.0183
DEMAGRSURWAT,WTRSUR,1,2032,S21,RE1,3.0927
DEMAGRSURWAT,WTRSUR,1,2033,S21,RE1,3.1676
DEMAGRSURWAT,WTRSUR,1,2034,S21,RE1,3.2425
DEMAGRSURWAT,WTRSUR,1,2035,S21,RE1,3.319
DEMPUBGWTWAT,ELC002,1,2020,S21,RE1,3.4546
DEMPUBGWTWAT,ELC002,1,2021,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2022,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2023,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2024,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2025,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2026,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2027,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2028,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2029,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2030,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2031,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2032,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2033,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2034,S21,RE1,3.5109
DEMPUBGWTWAT,ELC002,1,2035,S21,RE1,3.5109
DEMPUBGWTWAT,WTRGWT,1,2020,S21,RE1,0.8167
DEMPUBGWTWAT,WTRGWT,1,2021,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2022,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2023,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2024,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2025,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2026,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2027,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2028,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2029,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2030,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2031,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2032,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2033,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2034,S21,RE1,0.83
DEMPUBGWTWAT,WTRGWT,1,2035,S21,RE1,0.83
DEMPUBSURWAT,ELC002,1,2020,S21,RE1,2.3406
DEMPUBSURWAT,ELC002,1,2021,S21,RE1,2.6311
DEMPUBSURWAT,ELC002,1,2022,S21,RE1,2.9779
DEMPUBSURWAT,ELC002,1,2023,S21,RE1,3.3338
DEMPUBSURWAT,ELC002,1,2024,S21,RE1,3.7041
DEMPUBSURWAT,ELC002,1,2025,S21,RE1,4.0929
DEMPUBSURWAT,ELC002,1,2026,S21,RE1,4.4959
DEMPUBSURWAT,ELC002,1,2027,S21,RE1,4.913
DEMPUBSURWAT,ELC002,1,2028,S21,RE1,5.3535
DEMPUBSURWAT,ELC002,1,2029,S21,RE1,5.8081
DEMPUBSURWAT,ELC002,1,2030,S21,RE1,6.2861
DEMPUBSURWAT,ELC002,1,2031,S21,RE1,6.7827
DEMPUBSURWAT,ELC002,1,2032,S21,RE1,7.2982
DEMPUBSURWAT,ELC002,1,2033,S21,RE1,7.8371
DEMPUBSURWAT,ELC002,1,2034,S21,RE1,8.3994
DEMPUBSURWAT,ELC002,1,2035,S21,RE1,8.9896
DEMPUBSURWAT,WTRSUR,1,2020,S21,RE1,0.83
DEMPUBSURWAT,WTRSUR,1,2021,S21,RE1,0.933
DEMPUBSURWAT,WTRSUR,1,2022,S21,RE1,1.056
DEMPUBSURWAT,WTRSUR,1,2023,S21,RE1,1.1822
DEMPUBSURWAT,WTRSUR,1,2024,S21,RE1,1.3135
DEMPUBSURWAT,WTRSUR,1,2025,S21,RE1,1.4514
DEMPUBSURWAT,WTRSUR,1,2026,S21,RE1,1.5943
DEMPUBSURWAT,WTRSUR,1,2027,S21,RE1,1.7422
DEMPUBSURWAT,WTRSUR,1,2028,S21,RE1,1.8984
DEMPUBSURWAT,WTRSUR,1,2029,S21,RE1,2.0596
DEMPUBSURWAT,WTRSUR,1,2030,S21,RE1,2.2291
DEMPUBSURWAT,WTRSUR,1,2031,S21,RE1,2.4052
DEMPUBSURWAT,WTRSUR,1,2032,S21,RE1,2.588
DEMPUBSURWAT,WTRSUR,1,2033,S21,RE1,2.7791
DEMPUBSURWAT,WTRSUR,1,2034,S21,RE1,2.9785
DEMPUBSURWAT,WTRSUR,1,2035,S21,RE1,3.1878
DEMPWRSURWAT,ELC002,1,2020,S21,RE1,0.143
DEMPWRSURWAT,ELC002,1,2021,S21,RE1,0.1528
DEMPWRSURWAT,ELC002,1,2022,S21,RE1,0.1658
DEMPWRSURWAT,ELC002,1,2023,S21,RE1,0.1819
DEMPWRSURWAT,ELC002,1,2024,S21,RE1,0.1982
DEMPWRSURWAT,ELC002,1,2025,S21,RE1,0.2169
DEMPWRSURWAT,ELC002,1,2026,S21,RE1,0.2501
DEMPWRSURWAT,ELC002,1,2027,S21,RE1,0.271
DEMPWRSURWAT,ELC002,1,2028,S21,RE1,0.2927
DEMPWRSURWAT,ELC002,1,2029,S21,RE1,0.3167
DEMPWRSURWAT,ELC002,1,2030,S21,RE1,0.333
DEMPWRSURWAT,ELC002,1,2031,S21,RE1,0.359
DEMPWRSURWAT,ELC002,1,2032,S21,RE1,0.3872
DEMPWRSURWAT,ELC002,1,2033,S21,RE1,0.4165
DEMPWRSURWAT,ELC002,1,2034,S21,RE1,0.4478
DEMPWRSURWAT,ELC002,1,2035,S21,RE1,0.4805
DEMPWRSURWAT,WTRSUR,1,2020,S21,RE1,0.0507
DEMPWRSURWAT,WTRSUR,1,2021,S21,RE1,0.0542
DEMPWRSURWAT,WTRSUR,1,2022,S21,RE1,0.0588
DEMPWRSURWAT,WTRSUR,1,2023,S21,RE1,0.0645
DEMPWRSURWAT,WTRSUR,1,2024,S21,RE1,0.0703
DEMPWRSURWAT,WTRSUR,1,2025,S21,RE1,0.0769
DEMPWRSURWAT,WTRSUR,1,2026,S21,RE1,0.0887
DEMPWRSURWAT,WTRSUR,1,2027,S21,RE1,0.0961
DEMPWRSURWAT,WTRSUR,1,2028,S21,RE1,0.1038
DEMPWRSURWAT,WTRSUR,1,2029,S21,RE1,0.1123
DEMPWRSURWAT,WTRSUR,1,2030,S21,RE1,0.1181
DEMPWRSURWAT,WTRSUR,1,2031,S21,RE1,0.1273
DEMPWRSURWAT,WTRSUR,1,2032,S21,RE1,0.1373
DEMPWRSURWAT,WTRSUR,1,2033,S21,RE1,0.1477
DEMPWRSURWAT,WTRSUR,1,2034,S21,RE1,0.1588
DEMPWRSURWAT,WTRSUR,1,2035,S21,RE1,0.1704
DEMTRABIO,CRPMAI,1,2020,S21,RE1,1.1848
DEMTRABIO,CRPMAI,1,2021,S21,RE1,1.2204
DEMTRABIO,CRPMAI,1,2022,S21,RE1,1.2559
DEMTRABIO,CRPMAI,1,2023,S21,RE1,1.2915
DEMTRABIO,CRPMAI,1,2024,S21,RE1,1.327
DEMTRABIO,CRPMAI,1,2025,S21,RE1,1.3744
DEMTRABIO,CRPMAI,1,2026,S21,RE1,1.41
DEMTRABIO,CRPMAI,1,2027,S21,RE1,1.4455
DEMTRABIO,CRPMAI,1,2028,S21,RE1,1.4929
DEMTRABIO,CRPMAI,1,2029,S21,RE1,1.5403
DEMTRABIO,CRPMAI,1,2030,S21,RE1,1.5877
DEMTRABIO,CRPMAI,1,2031,S21,RE1,1.6351
DEMTRABIO,CRPMAI,1,2032,S21,RE1,1.6825
DEMTRABIO,CRPMAI,1,2033,S21,RE1,1.7299
DEMTRABIO,CRPMAI,1,2034,S21,RE1,1.7773
DEMTRABIO,CRPMAI,1,2035,S21,RE1,1.8246
LNDBLT,LND,1,2020,S21,RE1,15.0
LNDBLT,LND,1,2021,S21,RE1,15.2
LNDBLT,LND,1,2022,S21,RE1,15.3
LNDBLT,LND,1,2023,S21,RE1,15.5
LNDBLT,LND,1,2024,S21,RE1,15.6
LNDBLT,LND,1,2025,S21,RE1,15.8
LNDBLT,LND,1,2026,S21,RE1,15.9
LNDBLT,LND,1,2027,S21,RE1,16.1
LNDBLT,LND,1,2028,S21,RE1,16.2
LNDBLT,LND,1,2029,S21,RE1,16.4
LNDBLT,LND,1,2030,S21,RE1,16.6
LNDBLT,LND,1,2031,S21,RE1,16.7
LNDBLT,LND,1,2032,S21,RE1,16.9
LNDBLT,LND,1,2033,S21,RE1,17.1
LNDBLT,LND,1,2034,S21,RE1,17.2
LNDBLT,LND,1,2035,S21,RE1,17.4
LNDBLT,WTRPRC,1,2020,S21,RE1,18.0
LNDBLT,WTRPRC,1,2021,S21,RE1,18.24
LNDBLT,WTRPRC,1,2022,S21,RE1,18.36
LNDBLT,WTRPRC,1,2023,S21,RE1,18.6
LNDBLT,WTRPRC,1,2024,S21,RE1,18.72
LNDBLT,WTRPRC,1,2025,S21,RE1,18.96
LNDBLT,WTRPRC,1,2026,S21,RE1,19.08
LNDBLT,WTRPRC,1,2027,S21,RE1,19.32
LNDBLT,WTRPRC,1,2028,S21,RE1,19.44
LNDBLT,WTRPRC,1,2029,S21,RE1,19.68
LNDBLT,WTRPRC,1,2030,S21,RE1,19.92
LNDBLT,WTRPRC,1,2031,S21,RE1,20.04
LNDBLT,WTRPRC,1,2032,S21,RE1,20.28
LNDBLT,WTRPRC,1,2033,S21,RE1,20.52
LNDBLT,WTRPRC,1,2034,S21,RE1,20.64
LNDBLT,WTRPRC,1,2035,S21,RE1,20.88
LNDFOR,LND,1,2020,S21,RE1,253.6
LNDFOR,LND,1,2021,S21,RE1,243.6
LNDFOR,LND,1,2022,S21,RE1,233.6
LNDFOR,LND,1,2023,S21,RE1,223.6
LNDFOR,LND,1,2024,S21,RE1,213.6
LNDFOR,LND,1,2025,S21,RE1,203.6
LNDFOR,LND,1,2026,S21,RE1,252.9324
LNDFOR,LND,1,2027,S21,RE1,252.773
LNDFOR,LND,1,2028,S21,RE1,252.6889
LNDFOR,LND,1,2029,S21,RE1,252.5043
LNDFOR,LND,1,2030,S21,RE1,252.317
LNDFOR,LND,1,2031,S21,RE1,251.5438
LNDFOR,LND,1,2032,S21,RE1,250.4657
LNDFOR,LND,1,2033,S21,RE1,249.3848
LNDFOR,LND,1,2034,S21,RE1,248.6061
LNDFOR,LND,1,2035,S21,RE1,247.5158
LNDFOR,WTRPRC,1,2020,S21,RE1,304.32
LNDFOR,WTRPRC,1,2021,S21,RE1,292.32
LNDFOR,WTRPRC,1,2022,S21,RE1,280.32
LNDFOR,WTRPRC,1,2023,S21,RE1,268.32
LNDFOR,WTRPRC,1,2024,S21,RE1,256.32
LNDFOR,WTRPRC,1,2025,S21,RE1,244.32
LNDFOR,WTRPRC,1,2026,S21,RE1,303.5189
LNDFOR,WTRPRC,1,2027,S21,RE1,303.3276
LNDFOR,WTRPRC,1,2028,S21,RE1,303.2267
LNDFOR,WTRPRC,1,2029,S21,RE1,303.0052
LNDFOR,WTRPRC,1,2030,S21,RE1,302.7804
LNDFOR,WTRPRC,1,2031,S21,RE1,301.8526
LNDFOR,WTRPRC,1,2032,S21,RE1,300.5588
LNDFOR,WTRPRC,1,2033,S21,RE1,299.2618
LNDFOR,WTRPRC,1,2034,S21,RE1,298.3273
LNDFOR,WTRPRC,1,2035,S21,RE1,297.019
LNDMAIIRR,AGRDSL,1,2020,S21,RE1,0.1665
LNDMAIIRR,AGRDSL,1,2021,S21,RE1,0.3616
LNDMAIIRR,AGRDSL,1,2022,S21,RE1,0.5577
LNDMAIIRR,AGRDSL,1,2023,S21,RE1,0.7528
LNDMAIIRR,AGRDSL,1,2024,S21,RE1,0.9489
LNDMAIIRR,AGRDSL,1,2025,S21,RE1,1.1567
LNDMAIIRR,AGRDSL,1,2026,S21,RE1,1.3528
LNDMAIIRR,AGRDSL,1,2027,S21,RE1,1.5501
LNDMAIIRR,AGRDSL,1,2028,S21,RE1,1.759
LNDMAIIRR,AGRDSL,1,2029,S21,RE1,1.9678
LNDMAIIRR,AGRDSL,1,2030,S21,RE1,2.1778
LNDMAIIRR,AGRDSL,1,2031,S21,RE1,2.2384
LNDMAIIRR,AGRDSL,1,2032,S21,RE1,2.299
LNDMAIIRR,AGRDSL,1,2033,S21,RE1,2.3596
LNDMAIIRR,AGRDSL,1,2034,S21,RE1,2.4202
LNDMAIIRR,AGRDSL,1,2035,S21,RE1,2.4818
LNDMAIIRR,AGRWAT,1,2020,S21,RE1,0.1019
LNDMAIIRR,AGRWAT,1,2021,S21,RE1,0.2214
LNDMAIIRR,AGRWAT,1,2022,S21,RE1,0.3415
LNDMAIIRR,AGRWAT,1,2023,S21,RE1,0.4609
LNDMAIIRR,AGRWAT,1,2024,S21,RE1,0.581
LNDMAIIRR,AGRWAT,1,2025,S21,RE1,0.7082
LNDMAIIRR,AGRWAT,1,2026,S21,RE1,0.8283
LNDMAIIRR,AGRWAT,1,2027,S21,RE1,0.949
LNDMAIIRR,AGRWAT,1,2028,S21,RE1,1.0769
LNDMAIIRR,AGRWAT,1,2029,S21,RE1,1.2048
LNDMAIIRR,AGRWAT,1,2030,S21,RE1,1.3333
LNDMAIIRR,AGRWAT,1,2031,S21,RE1,1.3704
LNDMAIIRR,AGRWAT,1,2032,S21,RE1,1.4075
LNDMAIIRR,AGRWAT,1,2033,S21,RE1,1.4446
LNDMAIIRR,AGRWAT,1,2034,S21,RE1,1.4817
LNDMAIIRR,AGRWAT,1,2035,S21,RE1,1.5195
LNDMAIIRR,LND,1,2020,S21,RE1,0.3398
LNDMAIIRR,LND,1,2021,S21,RE1,0.7379
LNDMAIIRR,LND,1,2022,S21,RE1,1.1382
LNDMAIIRR,LND,1,2023,S21,RE1,1.5363
LNDMAIIRR,LND,1,2024,S21,RE1,1.9366
LNDMAIIRR,LND,1,2025,S21,RE1,2.3607
LNDMAIIRR,LND,1,2026,S21,RE1,2.7609
LNDMAIIRR,LND,1,2027,S21,RE1,3.1634
LNDMAIIRR,LND,1,2028,S21,RE1,3.5897
LNDMAIIRR,LND,1,2029,S21,RE1,4.016
LNDMAIIRR,LND,1,2030,S21,RE1,4.4445
LNDMAIIRR,LND,1,2031,S21,RE1,4.5681
LNDMAIIRR,LND,1,2032,S21,RE1,4.6918
LNDMAIIRR,LND,1,2033,S21,RE1,4.8155
LNDMAIIRR,LND,1,2034,S21,RE1,4.9391
LNDMAIIRR,LND,1,2035,S21,RE1,5.065
LNDMAIIRR,WTRPRC,1,2020,S21,RE1,0.4078
LNDMAIIRR,WTRPRC,1,2021,S21,RE1,0.8855
LNDMAIIRR,WTRPRC,1,2022,S21,RE1,1.3658
LNDMAIIRR,WTRPRC,1,2023,S21,RE1,1.8436
LNDMAIIRR,WTRPRC,1,2024,S21,RE1,2.3239
LNDMAIIRR,WTRPRC,1,2025,S21,RE1,2.8328
LNDMAIIRR,WTRPRC,1,2026,S21,RE1,3.3131
LNDMAIIRR,WTRPRC,1,2027,S21,RE1,3.7961
LNDMAIIRR,WTRPRC,1,2028,S21,RE1,4.3076
LNDMAIIRR,WTRPRC,1,2029,S21,RE1,4.8192
LNDMAIIRR,WTRPRC,1,2030,S21,RE1,5.3334
LNDMAIIRR,WTRPRC,1,2031,S21,RE1,5.4817
LNDMAIIRR,WTRPRC,1,2032,S21,RE1,5.6302
LNDMAIIRR,WTRPRC,1,2033,S21,RE1,5.7786
LNDMAIIRR,WTRPRC,1,2034,S21,RE1,5.9269
LNDMAIIRR,WTRPRC,1,2035,S21,RE1,6.078
LNDMAIRNF,AGRDSL,1,2020,S21,RE1,1.2054
LNDMAIRNF,AGRDSL,1,2021,S21,RE1,1.0849
LNDMAIRNF,AGRDSL,1,2022,S21,RE1,0.9643
LNDMAIRNF,AGRDSL,1,2023,S21,RE1,0.8438
LNDMAIRNF,AGRDSL,1,2024,S21,RE1,0.7232
LNDMAIRNF,AGRDSL,1,2025,S21,RE1,0.6027
LNDMAIRNF,AGRDSL,1,2026,S21,RE1,0.4822
LNDMAIRNF,AGRDSL,1,2027,S21,RE1,0.3616
LNDMAIRNF,AGRDSL,1,2028,S21,RE1,0.2411
LNDMAIRNF,AGRDSL,1,2029,S21,RE1,0.1205
LNDMAIRNF,AGRDSL,1,2030,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2031,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2032,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2033,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2034,S21,RE1,0.0
LNDMAIRNF,AGRDSL,1,2035,S21,RE1,0.0
LNDMAIRNF,LND,1,2020,S21,RE1,4.1
LNDMAIRNF,LND,1,2021,S21,RE1,3.69
LNDMAIRNF,LND,1,2022,S21,RE1,3.28
LNDMAIRNF,LND,1,2023,S21,RE1,2.87
LNDMAIRNF,LND,1,2024,S21,RE1,2.46
LNDMAIRNF,LND,1,2025,S21,RE1,2.05
LNDMAIRNF,LND,1,2026,S21,RE1,1.64
LNDMAIRNF,LND,1,2027,S21,RE1,1.23
LNDMAIRNF,LND,1,2028,S21,RE1,0.82
LNDMAIRNF,LND,1,2029,S21,RE1,0.41
LNDMAIRNF,LND,1,2030,S21,RE1,0.0
LNDMAIRNF,LND,1,2031,S21,RE1,0.0
LNDMAIRNF,LND,1,2032,S21,RE1,0.0
LNDMAIRNF,LND,1,2033,S21,RE1,0.0
LNDMAIRNF,LND,1,2034,S21,RE1,0.0
LNDMAIRNF,LND,1,2035,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2020,S21,RE1,4.92
LNDMAIRNF,WTRPRC,1,2021,S21,RE1,4.428
LNDMAIRNF,WTRPRC,1,2022,S21,RE1,3.936
LNDMAIRNF,WTRPRC,1,2023,S21,RE1,3.444
LNDMAIRNF,WTRPRC,1,2024,S21,RE1,2.952
LNDMAIRNF,WTRPRC,1,2025,S21,RE1,2.46
LNDMAIRNF,WTRPRC,1,2026,S21,RE1,1.968
LNDMAIRNF,WTRPRC,1,2027,S21,RE1,1.476
LNDMAIRNF,WTRPRC,1,2028,S21,RE1,0.984
LNDMAIRNF,WTRPRC,1,2029,S21,RE1,0.492
LNDMAIRNF,WTRPRC,1,2030,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2031,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2032,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2033,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2034,S21,RE1,0.0
LNDMAIRNF,WTRPRC,1,2035,S21,RE1,0.0
LNDRICIRR,AGRDSL,1,2020,S21,RE1,0.2695
LNDRICIRR,AGRDSL,1,2021,S21,RE1,0.3123
LNDRICIRR,AGRDSL,1,2022,S21,RE1,0.3646
LNDRICIRR,AGRDSL,1,2023,S21,RE1,0.417
LNDRICIRR,AGRDSL,1,2024,S21,RE1,0.47
LNDRICIRR,AGRDSL,1,2025,S21,RE1,0.5232
LNDRICIRR,AGRDSL,1,2026,S21,RE1,0.5765
LNDRICIRR,AGRDSL,1,2027,S21,RE1,0.6299
LNDRICIRR,AGRDSL,1,2028,S21,RE1,0.6837
LNDRICIRR,AGRDSL,1,2029,S21,RE1,0.7383
LNDRICIRR,AGRDSL,1,2030,S21,RE1,0.7926
LNDRICIRR,AGRDSL,1,2031,S21,RE1,0.8084
LNDRICIRR,AGRDSL,1,2032,S21,RE1,0.8246
LNDRICIRR,AGRDSL,1,2033,S21,RE1,0.8414
LNDRICIRR,AGRDSL,1,2034,S21,RE1,0.8581
LNDRICIRR,AGRDSL,1,2035,S21,RE1,0.8752
LNDRICIRR,AGRWAT,1,2020,S21,RE1,0.2475
LNDRICIRR,AGRWAT,1,2021,S21,RE1,0.2868
LNDRICIRR,AGRWAT,1,2022,S21,RE1,0.3348
LNDRICIRR,AGRWAT,1,2023,S21,RE1,0.383
LNDRICIRR,AGRWAT,1,2024,S21,RE1,0.4316
LNDRICIRR,AGRWAT,1,2025,S21,RE1,0.4805
LNDRICIRR,AGRWAT,1,2026,S21,RE1,0.5295
LNDRICIRR,AGRWAT,1,2027,S21,RE1,0.5785
LNDRICIRR,AGRWAT,1,2028,S21,RE1,0.6279
LNDRICIRR,AGRWAT,1,2029,S21,RE1,0.678
LNDRICIRR,AGRWAT,1,2030,S21,RE1,0.7279
LNDRICIRR,AGRWAT,1,2031,S21,RE1,0.7424
LNDRICIRR,AGRWAT,1,2032,S21,RE1,0.7573
LNDRICIRR,AGRWAT,1,2033,S21,RE1,0.7727
LNDRICIRR,AGRWAT,1,2034,S21,RE1,0.788
LNDRICIRR,AGRWAT,1,2035,S21,RE1,0.8038
LNDRICIRR,LND,1,2020,S21,RE1,0.55
LNDRICIRR,LND,1,2021,S21,RE1,0.6373
LNDRICIRR,LND,1,2022,S21,RE1,0.744
LNDRICIRR,LND,1,2023,S21,RE1,0.8511
LNDRICIRR,LND,1,2024,S21,RE1,0.9591
LNDRICIRR,LND,1,2025,S21,RE1,1.0677
LNDRICIRR,LND,1,2026,S21,RE1,1.1766
LNDRICIRR,LND,1,2027,S21,RE1,1.2855
LNDRICIRR,LND,1,2028,S21,RE1,1.3954
LNDRICIRR,LND,1,2029,S21,RE1,1.5067
LNDRICIRR,LND,1,2030,S21,RE1,1.6175
LNDRICIRR,LND,1,2031,S21,RE1,1.6498
LNDRICIRR,LND,1,2032,S21,RE1,1.6829
LNDRICIRR,LND,1,2033,S21,RE1,1.7171
LNDRICIRR,LND,1,2034,S21,RE1,1.7512
LNDRICIRR,LND,1,2035,S21,RE1,1.7862
LNDRICIRR,WTRPRC,1,2020,S21,RE1,0.66
LNDRICIRR,WTRPRC,1,2021,S21,RE1,0.7648
LNDRICIRR,WTRPRC,1,2022,S21,RE1,0.8928
LNDRICIRR,WTRPRC,1,2023,S21,RE1,1.0213
LNDRICIRR,WTRPRC,1,2024,S21,RE1,1.1509
LNDRICIRR,WTRPRC,1,2025,S21,RE1,1.2812
LNDRICIRR,WTRPRC,1,2026,S21,RE1,1.4119
LNDRICIRR,WTRPRC,1,2027,S21,RE1,1.5426
LNDRICIRR,WTRPRC,1,2028,S21,RE1,1.6745
LNDRICIRR,WTRPRC,1,2029,S21,RE1,1.808
LNDRICIRR,WTRPRC,1,2030,S21,RE1,1.941
LNDRICIRR,WTRPRC,1,2031,S21,RE1,1.9798
LNDRICIRR,WTRPRC,1,2032,S21,RE1,2.0195
LNDRICIRR,WTRPRC,1,2033,S21,RE1,2.0605
LNDRICIRR,WTRPRC,1,2034,S21,RE1,2.1014
LNDRICIRR,WTRPRC,1,2035,S21,RE1,2.1434
LNDRICRNF,AGRDSL,1,2020,S21,RE1,0.3884
LNDRICRNF,AGRDSL,1,2021,S21,RE1,0.3766
LNDRICRNF,AGRDSL,1,2022,S21,RE1,0.3346
LNDRICRNF,AGRDSL,1,2023,S21,RE1,0.2928
LNDRICRNF,AGRDSL,1,2024,S21,RE1,0.2511
LNDRICRNF,AGRDSL,1,2025,S21,RE1,0.209
LNDRICRNF,AGRDSL,1,2026,S21,RE1,0.1673
LNDRICRNF,AGRDSL,1,2027,S21,RE1,0.1255
LNDRICRNF,AGRDSL,1,2028,S21,RE1,0.0838
LNDRICRNF,AGRDSL,1,2029,S21,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S21,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S21,RE1,0.0
LNDRICRNF,LND,1,2020,S21,RE1,1.3211
LNDRICRNF,LND,1,2021,S21,RE1,1.281
LNDRICRNF,LND,1,2022,S21,RE1,1.138
LNDRICRNF,LND,1,2023,S21,RE1,0.996
LNDRICRNF,LND,1,2024,S21,RE1,0.854
LNDRICRNF,LND,1,2025,S21,RE1,0.711
LNDRICRNF,LND,1,2026,S21,RE1,0.569
LNDRICRNF,LND,1,2027,S21,RE1,0.427
LNDRICRNF,LND,1,2028,S21,RE1,0.285
LNDRICRNF,LND,1,2029,S21,RE1,0.142
LNDRICRNF,LND,1,2030,S21,RE1,0.0
LNDRICRNF,LND,1,2031,S21,RE1,0.0
