t,f,m,y,l,r,RateOfUseByTechnologyByMode
LNDRICRNF,LND,1,2029,S21,RE1,0.142
LNDRICRNF,LND,1,2030,S21,RE1,0.0
LNDRICRNF,LND,1,2031,S21,RE1,0.0
LNDRICRNF,LND,1,2032,S21,RE1,0.0
LNDRICRNF,LND,1,2033,S21,RE1,0.0
LNDRICRNF,LND,1,2034,S21,RE1,0.0
LNDRICRNF,LND,1,2035,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S21,RE1,1.5853
LNDRICRNF,WTRPRC,1,2021,S21,RE1,1.5116
LNDRICRNF,WTRPRC,1,2022,S21,RE1,1.3315
LNDRICRNF,WTRPRC,1,2023,S21,RE1,1.1454
LNDRICRNF,WTRPRC,1,2024,S21,RE1,0.9736
LNDRICRNF,WTRPRC,1,2025,S21,RE1,0.7963
LNDRICRNF,WTRPRC,1,2026,S21,RE1,0.6316
LNDRICRNF,WTRPRC,1,2027,S21,RE1,0.4697
LNDRICRNF,WTRPRC,1,2028,S21,RE1,0.3078
LNDRICRNF,WTRPRC,1,2029,S21,RE1,0.1519
LNDRICRNF,WTRPRC,1,2030,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S21,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S21,RE1,0.0
LNDWAT,LND,1,2020,S21,RE1,25.0892
LNDWAT,LND,1,2021,S21,RE1,25.021
LNDWAT,LND,1,2022,S21,RE1,25.021
LNDWAT,LND,1,2023,S21,RE1,25.021
LNDWAT,LND,1,2024,S21,RE1,25.021
LNDWAT,LND,1,2025,S21,RE1,25.021
LNDWAT,LND,1,2026,S21,RE1,25.021
LNDWAT,LND,1,2027,S21,RE1,25.9301
LNDWAT,LND,1,2028,S21,RE1,25.021
LNDWAT,LND,1,2029,S21,RE1,25.9556
LNDWAT,LND,1,2030,S21,RE1,25.6338
LNDWAT,LND,1,2031,S21,RE1,25.3778
LNDWAT,LND,1,2032,S21,RE1,25.021
LNDWAT,LND,1,2033,S21,RE1,28.5942
LNDWAT,LND,1,2034,S21,RE1,26.2651
LNDWAT,LND,1,2035,S21,RE1,26.9945
LNDWAT,WTRPRC,1,2020,S21,RE1,30.107
LNDWAT,WTRPRC,1,2021,S21,RE1,29.5248
LNDWAT,WTRPRC,1,2022,S21,RE1,29.2746
LNDWAT,WTRPRC,1,2023,S21,RE1,28.7742
LNDWAT,WTRPRC,1,2024,S21,RE1,28.5239
LNDWAT,WTRPRC,1,2025,S21,RE1,28.0235
LNDWAT,WTRPRC,1,2026,S21,RE1,27.7733
LNDWAT,WTRPRC,1,2027,S21,RE1,28.5231
LNDWAT,WTRPRC,1,2028,S21,RE1,27.0227
LNDWAT,WTRPRC,1,2029,S21,RE1,27.7725
LNDWAT,WTRPRC,1,2030,S21,RE1,27.1718
LNDWAT,WTRPRC,1,2031,S21,RE1,26.9005
LNDWAT,WTRPRC,1,2032,S21,RE1,26.5223
LNDWAT,WTRPRC,1,2033,S21,RE1,30.3099
LNDWAT,WTRPRC,1,2034,S21,RE1,27.5784
LNDWAT,WTRPRC,1,2035,S21,RE1,28.3442
PWRCOA,COA,1,2020,S21,RE1,320.8161
PWRCOA,COA,1,2021,S21,RE1,267.6348
PWRCOA,COA,1,2022,S21,RE1,215.859
PWRCOA,COA,1,2023,S21,RE1,206.937
PWRCOA,COA,1,2024,S21,RE1,206.937
PWRCOA,COA,1,2025,S21,RE1,258.9741
PWRCOA,COA,1,2026,S21,RE1,378.432
PWRCOA,COA,1,2027,S21,RE1,378.432
PWRCOA,COA,1,2028,S21,RE1,378.432
PWRCOA,COA,1,2029,S21,RE1,378.432
PWRCOA,COA,1,2030,S21,RE1,189.216
PWRCOA,COA,1,2031,S21,RE1,189.216
PWRCOA,COA,1,2032,S21,RE1,189.216
PWRCOA,COA,1,2033,S21,RE1,189.216
PWRCOA,COA,1,2034,S21,RE1,189.216
PWRCOA,COA,1,2035,S21,RE1,189.216
PWRCOA,PWRWAT,1,2020,S21,RE1,0.0278
PWRCOA,PWRWAT,1,2021,S21,RE1,0.0232
PWRCOA,PWRWAT,1,2022,S21,RE1,0.0187
PWRCOA,PWRWAT,1,2023,S21,RE1,0.0179
PWRCOA,PWRWAT,1,2024,S21,RE1,0.0179
PWRCOA,PWRWAT,1,2025,S21,RE1,0.0224
PWRCOA,PWRWAT,1,2026,S21,RE1,0.0328
PWRCOA,PWRWAT,1,2027,S21,RE1,0.0328
PWRCOA,PWRWAT,1,2028,S21,RE1,0.0328
PWRCOA,PWRWAT,1,2029,S21,RE1,0.0328
PWRCOA,PWRWAT,1,2030,S21,RE1,0.0164
PWRCOA,PWRWAT,1,2031,S21,RE1,0.0164
PWRCOA,PWRWAT,1,2032,S21,RE1,0.0164
PWRCOA,PWRWAT,1,2033,S21,RE1,0.0164
PWRCOA,PWRWAT,1,2034,S21,RE1,0.0164
PWRCOA,PWRWAT,1,2035,S21,RE1,0.0164
PWRGAS,GAS,1,2020,S21,RE1,116.1202
PWRGAS,GAS,1,2021,S21,RE1,186.1756
PWRGAS,GAS,1,2022,S21,RE1,265.3664
PWRGAS,GAS,1,2023,S21,RE1,317.0954
PWRGAS,GAS,1,2024,S21,RE1,364.4828
PWRGAS,GAS,1,2025,S21,RE1,378.432
PWRGAS,GAS,1,2026,S21,RE1,352.6204
PWRGAS,GAS,1,2027,S21,RE1,408.316
PWRGAS,GAS,1,2028,S21,RE1,465.5812
PWRGAS,GAS,1,2029,S21,RE1,529.6938
PWRGAS,GAS,1,2030,S21,RE1,721.014
PWRGAS,GAS,1,2031,S21,RE1,788.4322
PWRGAS,GAS,1,2032,S21,RE1,861.4228
PWRGAS,GAS,1,2033,S21,RE1,936.4308
PWRGAS,GAS,1,2034,S21,RE1,1018.4614
PWRGAS,GAS,1,2035,S21,RE1,1102.3782
PWRGAS,PWRWAT,1,2020,S21,RE1,0.0128
PWRGAS,PWRWAT,1,2021,S21,RE1,0.0205
PWRGAS,PWRWAT,1,2022,S21,RE1,0.0292
PWRGAS,PWRWAT,1,2023,S21,RE1,0.0349
PWRGAS,PWRWAT,1,2024,S21,RE1,0.0401
PWRGAS,PWRWAT,1,2025,S21,RE1,0.0416
PWRGAS,PWRWAT,1,2026,S21,RE1,0.0388
PWRGAS,PWRWAT,1,2027,S21,RE1,0.0449
PWRGAS,PWRWAT,1,2028,S21,RE1,0.0512
PWRGAS,PWRWAT,1,2029,S21,RE1,0.0583
PWRGAS,PWRWAT,1,2030,S21,RE1,0.0793
PWRGAS,PWRWAT,1,2031,S21,RE1,0.0867
PWRGAS,PWRWAT,1,2032,S21,RE1,0.0948
PWRGAS,PWRWAT,1,2033,S21,RE1,0.103
PWRGAS,PWRWAT,1,2034,S21,RE1,0.112
PWRGAS,PWRWAT,1,2035,S21,RE1,0.1213
PWRHYD,HYD,1,2020,S21,RE1,38.424
PWRHYD,HYD,1,2021,S21,RE1,38.3005
PWRHYD,HYD,1,2022,S21,RE1,37.3528
PWRHYD,HYD,1,2023,S21,RE1,37.2392
PWRHYD,HYD,1,2024,S21,RE1,36.2943
PWRHYD,HYD,1,2025,S21,RE1,36.1942
PWRHYD,HYD,1,2026,S21,RE1,36.2346
PWRHYD,HYD,1,2027,S21,RE1,35.3636
PWRHYD,HYD,1,2028,S21,RE1,35.2047
PWRHYD,HYD,1,2029,S21,RE1,34.3449
PWRHYD,HYD,1,2030,S21,RE1,34.3592
PWRHYD,HYD,1,2031,S21,RE1,34.3625
PWRHYD,HYD,1,2032,S21,RE1,34.3562
PWRHYD,HYD,1,2033,S21,RE1,34.7451
PWRHYD,HYD,1,2034,S21,RE1,34.4957
PWRHYD,HYD,1,2035,S21,RE1,34.6245
PWRSOL,SOL,1,2020,S21,RE1,8.1994
PWRSOL,SOL,1,2021,S21,RE1,8.1994
PWRSOL,SOL,1,2022,S21,RE1,8.1994
PWRSOL,SOL,1,2023,S21,RE1,8.1994
PWRSOL,SOL,1,2024,S21,RE1,8.1994
PWRSOL,SOL,1,2025,S21,RE1,8.1994
PWRSOL,SOL,1,2026,S21,RE1,8.1994
PWRSOL,SOL,1,2027,S21,RE1,8.1994
PWRSOL,SOL,1,2028,S21,RE1,8.1994
PWRSOL,SOL,1,2029,S21,RE1,8.1994
PWRSOL,SOL,1,2030,S21,RE1,8.1994
PWRSOL,SOL,1,2031,S21,RE1,8.1994
PWRSOL,SOL,1,2032,S21,RE1,8.1994
PWRSOL,SOL,1,2033,S21,RE1,8.1994
PWRSOL,SOL,1,2034,S21,RE1,8.1994
PWRSOL,SOL,1,2035,S21,RE1,8.1994
PWRTRN,ELC001,1,2020,S21,RE1,220.9253
PWRTRN,ELC001,1,2021,S21,RE1,238.1024
PWRTRN,ELC001,1,2022,S21,RE1,259.4915
PWRTRN,ELC001,1,2023,S21,RE1,282.2683
PWRTRN,ELC001,1,2024,S21,RE1,305.0172
PWRTRN,ELC001,1,2025,S21,RE1,329.2374
PWRTRN,ELC001,1,2026,S21,RE1,356.1913
PWRTRN,ELC001,1,2027,S21,RE1,383.1681
PWRTRN,ELC001,1,2028,S21,RE1,411.6417
PWRTRN,ELC001,1,2029,S21,RE1,442.8382
PWRTRN,ELC001,1,2030,S21,RE1,475.4407
PWRTRN,ELC001,1,2031,S21,RE1,509.1531
PWRTRN,ELC001,1,2032,S21,RE1,545.6421
PWRTRN,ELC001,1,2033,S21,RE1,583.535
PWRTRN,ELC001,1,2034,S21,RE1,624.3009
PWRTRN,ELC001,1,2035,S21,RE1,666.3881
PWRWND,WND,1,2020,S21,RE1,17.5025
PWRWND,WND,1,2021,S21,RE1,17.5025
PWRWND,WND,1,2022,S21,RE1,17.5025
PWRWND,WND,1,2023,S21,RE1,17.5025
PWRWND,WND,1,2024,S21,RE1,17.5025
PWRWND,WND,1,2025,S21,RE1,17.5025
PWRWND,WND,1,2026,S21,RE1,17.5025
PWRWND,WND,1,2027,S21,RE1,17.5025
PWRWND,WND,1,2028,S21,RE1,17.5025
PWRWND,WND,1,2029,S21,RE1,17.5025
PWRWND,WND,1,2030,S21,RE1,17.5025
PWRWND,WND,1,2031,S21,RE1,17.5025
PWRWND,WND,1,2032,S21,RE1,17.5025
PWRWND,WND,1,2033,S21,RE1,17.5025
PWRWND,WND,1,2034,S21,RE1,17.5025
PWRWND,WND,1,2035,S21,RE1,17.5025
RSCHYD,WTRRUN,1,2020,S21,RE1,109.7829
RSCHYD,WTRRUN,1,2021,S21,RE1,109.43
RSCHYD,WTRRUN,1,2022,S21,RE1,106.7224
RSCHYD,WTRRUN,1,2023,S21,RE1,106.3976
RSCHYD,WTRRUN,1,2024,S21,RE1,103.6981
RSCHYD,WTRRUN,1,2025,S21,RE1,103.4119
RSCHYD,WTRRUN,1,2026,S21,RE1,103.5273
RSCHYD,WTRRUN,1,2027,S21,RE1,101.0388
RSCHYD,WTRRUN,1,2028,S21,RE1,100.5848
RSCHYD,WTRRUN,1,2029,S21,RE1,98.1282
RSCHYD,WTRRUN,1,2030,S21,RE1,98.169
RSCHYD,WTRRUN,1,2031,S21,RE1,98.1786
RSCHYD,WTRRUN,1,2032,S21,RE1,98.1604
RSCHYD,WTRRUN,1,2033,S21,RE1,99.2716
RSCHYD,WTRRUN,1,2034,S21,RE1,98.5592
RSCHYD,WTRRUN,1,2035,S21,RE1,98.9271
UPSWTRSUR,WTRRUN,1,2020,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S21,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S21,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S22,RE1,0.2875
DEMAGRGWTWAT,ELC002,1,2023,S22,RE1,0.378
DEMAGRGWTWAT,ELC002,1,2024,S22,RE1,0.324
DEMAGRGWTWAT,ELC002,1,2025,S22,RE1,0.27
DEMAGRGWTWAT,ELC002,1,2026,S22,RE1,0.216
DEMAGRGWTWAT,ELC002,1,2027,S22,RE1,0.162
DEMAGRGWTWAT,ELC002,1,2028,S22,RE1,0.108
DEMAGRGWTWAT,ELC002,1,2029,S22,RE1,0.054
DEMAGRGWTWAT,ELC002,1,2030,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S22,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S22,RE1,0.2662
DEMAGRGWTWAT,WTRGWT,1,2023,S22,RE1,0.35
DEMAGRGWTWAT,WTRGWT,1,2024,S22,RE1,0.3
DEMAGRGWTWAT,WTRGWT,1,2025,S22,RE1,0.25
DEMAGRGWTWAT,WTRGWT,1,2026,S22,RE1,0.2
DEMAGRGWTWAT,WTRGWT,1,2027,S22,RE1,0.15
DEMAGRGWTWAT,WTRGWT,1,2028,S22,RE1,0.1
DEMAGRGWTWAT,WTRGWT,1,2029,S22,RE1,0.05
DEMAGRGWTWAT,WTRGWT,1,2030,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S22,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S22,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S22,RE1,0.4293
DEMAGRSURWAT,ELC002,1,2021,S22,RE1,0.6669
DEMAGRSURWAT,ELC002,1,2022,S22,RE1,0.688
DEMAGRSURWAT,ELC002,1,2023,S22,RE1,0.9044
DEMAGRSURWAT,ELC002,1,2024,S22,RE1,1.2251
DEMAGRSURWAT,ELC002,1,2025,S22,RE1,1.6096
DEMAGRSURWAT,ELC002,1,2026,S22,RE1,1.958
DEMAGRSURWAT,ELC002,1,2027,S22,RE1,2.3177
DEMAGRSURWAT,ELC002,1,2028,S22,RE1,2.7619
DEMAGRSURWAT,ELC002,1,2029,S22,RE1,3.1626
DEMAGRSURWAT,ELC002,1,2030,S22,RE1,3.575
DEMAGRSURWAT,ELC002,1,2031,S22,RE1,3.6652
DEMAGRSURWAT,ELC002,1,2032,S22,RE1,3.7561
DEMAGRSURWAT,ELC002,1,2033,S22,RE1,3.8477
DEMAGRSURWAT,ELC002,1,2034,S22,RE1,4.0215
DEMAGRSURWAT,ELC002,1,2035,S22,RE1,4.1169
DEMAGRSURWAT,WTRSUR,1,2020,S22,RE1,0.4992
DEMAGRSURWAT,WTRSUR,1,2021,S22,RE1,0.7755
DEMAGRSURWAT,WTRSUR,1,2022,S22,RE1,0.8
DEMAGRSURWAT,WTRSUR,1,2023,S22,RE1,1.0516
DEMAGRSURWAT,WTRSUR,1,2024,S22,RE1,1.4245
DEMAGRSURWAT,WTRSUR,1,2025,S22,RE1,1.8716
DEMAGRSURWAT,WTRSUR,1,2026,S22,RE1,2.2767
DEMAGRSURWAT,WTRSUR,1,2027,S22,RE1,2.695
DEMAGRSURWAT,WTRSUR,1,2028,S22,RE1,3.2115
DEMAGRSURWAT,WTRSUR,1,2029,S22,RE1,3.6774
DEMAGRSURWAT,WTRSUR,1,2030,S22,RE1,4.157
DEMAGRSURWAT,WTRSUR,1,2031,S22,RE1,4.2619
DEMAGRSURWAT,WTRSUR,1,2032,S22,RE1,4.3676
DEMAGRSURWAT,WTRSUR,1,2033,S22,RE1,4.4741
DEMAGRSURWAT,WTRSUR,1,2034,S22,RE1,4.6762
DEMAGRSURWAT,WTRSUR,1,2035,S22,RE1,4.7871
DEMPUBGWTWAT,ELC002,1,2020,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S22,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S22,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S22,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S22,RE1,1.2278
DEMPUBSURWAT,ELC002,1,2021,S22,RE1,1.3147
DEMPUBSURWAT,ELC002,1,2022,S22,RE1,1.4063
DEMPUBSURWAT,ELC002,1,2023,S22,RE1,1.5005
DEMPUBSURWAT,ELC002,1,2024,S22,RE1,1.5984
DEMPUBSURWAT,ELC002,1,2025,S22,RE1,1.7013
DEMPUBSURWAT,ELC002,1,2026,S22,RE1,1.8079
DEMPUBSURWAT,ELC002,1,2027,S22,RE1,1.9182
DEMPUBSURWAT,ELC002,1,2028,S22,RE1,2.0346
DEMPUBSURWAT,ELC002,1,2029,S22,RE1,2.1548
DEMPUBSURWAT,ELC002,1,2030,S22,RE1,2.2811
DEMPUBSURWAT,ELC002,1,2031,S22,RE1,2.4125
DEMPUBSURWAT,ELC002,1,2032,S22,RE1,2.5487
DEMPUBSURWAT,ELC002,1,2033,S22,RE1,2.6914
DEMPUBSURWAT,ELC002,1,2034,S22,RE1,2.84
DEMPUBSURWAT,ELC002,1,2035,S22,RE1,2.9962
DEMPUBSURWAT,WTRSUR,1,2020,S22,RE1,0.4354
DEMPUBSURWAT,WTRSUR,1,2021,S22,RE1,0.4662
DEMPUBSURWAT,WTRSUR,1,2022,S22,RE1,0.4987
DEMPUBSURWAT,WTRSUR,1,2023,S22,RE1,0.5321
DEMPUBSURWAT,WTRSUR,1,2024,S22,RE1,0.5668
DEMPUBSURWAT,WTRSUR,1,2025,S22,RE1,0.6033
DEMPUBSURWAT,WTRSUR,1,2026,S22,RE1,0.6411
DEMPUBSURWAT,WTRSUR,1,2027,S22,RE1,0.6802
DEMPUBSURWAT,WTRSUR,1,2028,S22,RE1,0.7215
DEMPUBSURWAT,WTRSUR,1,2029,S22,RE1,0.7641
DEMPUBSURWAT,WTRSUR,1,2030,S22,RE1,0.8089
DEMPUBSURWAT,WTRSUR,1,2031,S22,RE1,0.8555
DEMPUBSURWAT,WTRSUR,1,2032,S22,RE1,0.9038
DEMPUBSURWAT,WTRSUR,1,2033,S22,RE1,0.9544
DEMPUBSURWAT,WTRSUR,1,2034,S22,RE1,1.0071
DEMPUBSURWAT,WTRSUR,1,2035,S22,RE1,1.0625
DEMPWRSURWAT,ELC002,1,2020,S22,RE1,0.1184
DEMPWRSURWAT,ELC002,1,2021,S22,RE1,0.1294
DEMPWRSURWAT,ELC002,1,2022,S22,RE1,0.1438
DEMPWRSURWAT,ELC002,1,2023,S22,RE1,0.1585
DEMPWRSURWAT,ELC002,1,2024,S22,RE1,0.1737
DEMPWRSURWAT,ELC002,1,2025,S22,RE1,0.1892
DEMPWRSURWAT,ELC002,1,2026,S22,RE1,0.198
DEMPWRSURWAT,ELC002,1,2027,S22,RE1,0.2152
DEMPWRSURWAT,ELC002,1,2028,S22,RE1,0.2428
DEMPWRSURWAT,ELC002,1,2029,S22,RE1,0.2527
DEMPWRSURWAT,ELC002,1,2030,S22,RE1,0.2752
DEMPWRSURWAT,ELC002,1,2031,S22,RE1,0.2967
DEMPWRSURWAT,ELC002,1,2032,S22,RE1,0.3201
DEMPWRSURWAT,ELC002,1,2033,S22,RE1,0.3443
DEMPWRSURWAT,ELC002,1,2034,S22,RE1,0.3703
DEMPWRSURWAT,ELC002,1,2035,S22,RE1,0.3973
DEMPWRSURWAT,WTRSUR,1,2020,S22,RE1,0.042
DEMPWRSURWAT,WTRSUR,1,2021,S22,RE1,0.0459
DEMPWRSURWAT,WTRSUR,1,2022,S22,RE1,0.051
DEMPWRSURWAT,WTRSUR,1,2023,S22,RE1,0.0562
DEMPWRSURWAT,WTRSUR,1,2024,S22,RE1,0.0616
DEMPWRSURWAT,WTRSUR,1,2025,S22,RE1,0.0671
DEMPWRSURWAT,WTRSUR,1,2026,S22,RE1,0.0702
DEMPWRSURWAT,WTRSUR,1,2027,S22,RE1,0.0763
DEMPWRSURWAT,WTRSUR,1,2028,S22,RE1,0.0861
DEMPWRSURWAT,WTRSUR,1,2029,S22,RE1,0.0896
DEMPWRSURWAT,WTRSUR,1,2030,S22,RE1,0.0976
DEMPWRSURWAT,WTRSUR,1,2031,S22,RE1,0.1052
DEMPWRSURWAT,WTRSUR,1,2032,S22,RE1,0.1135
DEMPWRSURWAT,WTRSUR,1,2033,S22,RE1,0.1221
DEMPWRSURWAT,WTRSUR,1,2034,S22,RE1,0.1313
DEMPWRSURWAT,WTRSUR,1,2035,S22,RE1,0.1409
DEMTRABIO,CRPMAI,1,2020,S22,RE1,1.1848
DEMTRABIO,CRPMAI,1,2021,S22,RE1,1.2204
DEMTRABIO,CRPMAI,1,2022,S22,RE1,1.2559
DEMTRABIO,CRPMAI,1,2023,S22,RE1,1.2915
DEMTRABIO,CRPMAI,1,2024,S22,RE1,1.327
DEMTRABIO,CRPMAI,1,2025,S22,RE1,1.3744
DEMTRABIO,CRPMAI,1,2026,S22,RE1,1.41
DEMTRABIO,CRPMAI,1,2027,S22,RE1,1.4455
DEMTRABIO,CRPMAI,1,2028,S22,RE1,1.4929
DEMTRABIO,CRPMAI,1,2029,S22,RE1,1.5403
DEMTRABIO,CRPMAI,1,2030,S22,RE1,1.5877
DEMTRABIO,CRPMAI,1,2031,S22,RE1,1.6351
DEMTRABIO,CRPMAI,1,2032,S22,RE1,1.6825
DEMTRABIO,CRPMAI,1,2033,S22,RE1,1.7299
DEMTRABIO,CRPMAI,1,2034,S22,RE1,1.7773
DEMTRABIO,CRPMAI,1,2035,S22,RE1,1.8246
LNDBLT,LND,1,2020,S22,RE1,15.0
LNDBLT,LND,1,2021,S22,RE1,15.2
LNDBLT,LND,1,2022,S22,RE1,15.3
LNDBLT,LND,1,2023,S22,RE1,15.5
LNDBLT,LND,1,2024,S22,RE1,15.6
LNDBLT,LND,1,2025,S22,RE1,15.8
LNDBLT,LND,1,2026,S22,RE1,15.9
LNDBLT,LND,1,2027,S22,RE1,16.1
LNDBLT,LND,1,2028,S22,RE1,16.2
LNDBLT,LND,1,2029,S22,RE1,16.4
LNDBLT,LND,1,2030,S22,RE1,16.6
LNDBLT,LND,1,2031,S22,RE1,16.7
LNDBLT,LND,1,2032,S22,RE1,16.9
LNDBLT,LND,1,2033,S22,RE1,17.1
LNDBLT,LND,1,2034,S22,RE1,17.2
LNDBLT,LND,1,2035,S22,RE1,17.4
LNDBLT,WTRPRC,1,2020,S22,RE1,18.0
LNDBLT,WTRPRC,1,2021,S22,RE1,17.936
LNDBLT,WTRPRC,1,2022,S22,RE1,17.901
LNDBLT,WTRPRC,1,2023,S22,RE1,17.825
LNDBLT,WTRPRC,1,2024,S22,RE1,17.784
LNDBLT,WTRPRC,1,2025,S22,RE1,17.696
LNDBLT,WTRPRC,1,2026,S22,RE1,17.649
LNDBLT,WTRPRC,1,2027,S22,RE1,17.71
LNDBLT,WTRPRC,1,2028,S22,RE1,17.496
LNDBLT,WTRPRC,1,2029,S22,RE1,17.548
LNDBLT,WTRPRC,1,2030,S22,RE1,17.596
LNDBLT,WTRPRC,1,2031,S22,RE1,17.702
LNDBLT,WTRPRC,1,2032,S22,RE1,17.914
LNDBLT,WTRPRC,1,2033,S22,RE1,18.126
LNDBLT,WTRPRC,1,2034,S22,RE1,18.06
LNDBLT,WTRPRC,1,2035,S22,RE1,18.27
LNDFOR,LND,1,2020,S22,RE1,253.6
LNDFOR,LND,1,2021,S22,RE1,253.4175
LNDFOR,LND,1,2022,S22,RE1,253.3505
LNDFOR,LND,1,2023,S22,RE1,253.1898
LNDFOR,LND,1,2024,S22,RE1,253.1284
LNDFOR,LND,1,2025,S22,RE1,252.9477
LNDFOR,LND,1,2026,S22,RE1,252.8926
LNDFOR,LND,1,2027,S22,RE1,251.8293
LNDFOR,LND,1,2028,S22,RE1,252.6626
LNDFOR,LND,1,2029,S22,RE1,251.5552
LNDFOR,LND,1,2030,S22,RE1,251.7042
LNDFOR,LND,1,2031,S22,RE1,251.7042
LNDFOR,LND,1,2032,S22,RE1,251.7042
LNDFOR,LND,1,2033,S22,RE1,251.7042
LNDFOR,LND,1,2034,S22,RE1,251.7042
LNDFOR,LND,1,2035,S22,RE1,251.7042
LNDFOR,WTRPRC,1,2020,S22,RE1,304.32
LNDFOR,WTRPRC,1,2021,S22,RE1,299.0326
LNDFOR,WTRPRC,1,2022,S22,RE1,296.4201
LNDFOR,WTRPRC,1,2023,S22,RE1,291.1683
LNDFOR,WTRPRC,1,2024,S22,RE1,288.5664
LNDFOR,WTRPRC,1,2025,S22,RE1,283.3014
LNDFOR,WTRPRC,1,2026,S22,RE1,280.7108
